indicator_id,region_id,date,value
ZSFH,99999,2019-11-30,364871.841511245
ZSFH,99999,2019-10-31,362052.638747102
ZSFH,99999,2019-09-30,359440.697810336
ZSFH,99999,2019-08-31,358180.258068396
ZSFH,99999,2019-07-31,356759.490075913
ZSFH,99999,2019-06-30,354222.032395855
ZSFH,99999,2019-05-31,350690.218396318
ZSFH,99999,2019-04-30,346660.967961257
ZSFH,99999,2019-03-31,343114.384504758
ZSFH,99999,2019-02-28,339460.470149943
ZSFH,99999,2019-01-31,336912.36075274
ZSFH,99999,2018-12-31,334435.524503076
ZSFH,99999,2018-11-30,332560.946088192
ZSFH,99999,2018-10-31,330020.926801008
ZSFH,99999,2018-09-30,328079.062219686
ZSFH,99999,2018-08-31,324767.13825584
ZSFH,99999,2018-07-31,321853.645675639
ZSFH,99999,2018-06-30,318893.613481968
ZSFH,99999,2018-05-31,317179.755668482
ZSFH,99999,2018-04-30,314714.088800258
ZSFH,99999,2018-03-31,311151.891455803
ZSFH,99999,2018-02-28,306864.240200464
ZSFH,99999,2018-01-31,302170.026816947
ZSFH,99999,2017-12-31,298136.051807536
ZSFH,99999,2017-11-30,294750.908065739
ZSFH,99999,2017-10-31,292046.907483348
ZSFH,99999,2017-09-30,290058.778487338
ZSFH,99999,2017-08-31,286800.17552226
ZSFH,99999,2017-07-31,283867.222659455
ZSFH,99999,2017-06-30,280175.38019792
ZSFH,99999,2017-05-31,278086.925534428
ZSFH,99999,2017-04-30,276198.338147518
ZSFH,99999,2017-03-31,275295.908895438
ZSFH,99999,2017-02-28,275318.387708384
ZSFH,99999,2017-01-31,275580.363670163
ZSFH,99999,2016-12-31,275379.148727547
ZSFH,99999,2016-11-30,273933.611209752
ZSFH,99999,2016-10-31,272240.859198733
ZSFH,99999,2016-09-30,270102.698361744
ZSFH,99999,2016-08-31,268383.415502711
ZSFH,99999,2016-07-31,266270.586822662
ZSFH,99999,2016-06-30,264648.45206814
ZSFH,99999,2016-05-31,263287.796025797
ZSFH,99999,2016-04-30,263656.927611533
ZSFH,99999,2016-03-31,264205.310509621
ZSFH,99999,2016-02-29,264585.721052962
ZSFH,99999,2016-01-31,264087.310094302
ZSFH,99999,2015-12-31,263382.871736265
ZSFH,99999,2015-11-30,261826.861067139
ZSFH,99999,2015-10-31,259748.017212139
ZSFH,99999,2015-09-30,257377.872168888
ZSFH,99999,2015-08-31,255612.420672674
ZSFH,99999,2015-07-31,253797.768358081
ZSFH,99999,2015-06-30,251327.466237392
ZSFH,99999,2015-05-31,248923.987903099
ZSFH,99999,2015-04-30,246769.091809867
ZSFH,99999,2015-03-31,245883.38178788
ZSFH,99999,2015-02-28,245606.066402709
ZSFH,99999,2015-01-31,245399.546244142
ZSFH,99999,2014-12-31,243976.112965658
ZSFH,99999,2014-11-30,241686.171898642
ZSFH,99999,2014-10-31,239251.879271858
ZSFH,99999,2014-09-30,238058.497606029
ZSFH,99999,2014-08-31,237271.678592089
ZSFH,99999,2014-07-31,237347.342397311
ZSFH,99999,2014-06-30,236390.709571542
ZSFH,99999,2014-05-31,235318.68501458
ZSFH,99999,2014-04-30,233180.787376024
ZSFH,99999,2014-03-31,231592.8557746
ZSFH,99999,2014-02-28,230155.91785449
ZSFH,99999,2014-01-31,228520.292871103
ZSFH,99999,2013-12-31,226887.514249647
ZSFH,99999,2013-11-30,225094.843788364
ZSFH,99999,2013-10-31,223620.980653656
ZSFH,99999,2013-09-30,221301.329430048
ZSFH,99999,2013-08-31,219279.899950141
ZSFH,99999,2013-07-31,217043.089068538
ZSFH,99999,2013-06-30,214907.059108245
ZSFH,99999,2013-05-31,211413.979467891
ZSFH,99999,2013-04-30,207183.947313687
ZSFH,99999,2013-03-31,203468.566494021
ZSFH,99999,2013-02-28,201020.05832671
ZSFH,99999,2013-01-31,199454.789709171
ZSFH,99999,2012-12-31,198407.163881259
ZSFH,99999,2012-11-30,197050.706907868
ZSFH,99999,2012-10-31,196290.064881233
ZSFH,99999,2012-09-30,195467.714226612
ZSFH,99999,2012-08-31,195285.770151562
ZSFH,99999,2012-07-31,195152.578718265
ZSFH,99999,2012-06-30,194795.081493489
ZSFH,99999,2012-05-31,193880.259383963
ZSFH,99999,2012-04-30,191926.002274149
ZSFH,99999,2012-03-31,189664.062352293
ZSFH,99999,2012-02-29,186505.588399617
ZSFH,99999,2012-01-31,184548.610198259
ZSFH,99999,2011-12-31,183354.634198451
ZSFH,99999,2011-11-30,183789.645611849
ZSFH,99999,2011-10-31,184550.380135526
ZSFH,99999,2011-09-30,185109.288953957
ZSFH,99999,2011-08-31,185566.097598038
ZSFH,99999,2011-07-31,185609.7530682
ZSFH,99999,2011-06-30,185772.56733742
ZSFH,99999,2011-05-31,186175.423245172
ZSFH,99999,2011-04-30,187523.652862075
ZSFH,99999,2011-03-31,190314.609265552
ZSFH,99999,2011-02-28,196575.081518991
ZSFH,99999,2011-01-31,202038.313601645
ZSFH,99999,2010-12-31,206245.978992345
ZSFH,99999,2010-11-30,206490.202057646
ZSFH,99999,2010-10-31,207247.751020146
ZSFH,99999,2010-09-30,208119.66380148
ZSFH,99999,2010-08-31,209580.464920446
ZSFH,99999,2010-07-31,210095.985898967
ZSFH,99999,2010-06-30,210655.888052263
ZSFH,99999,2010-05-31,210902.911126718
ZSFH,99999,2010-04-30,211531.94268868
ZSFH,99999,2010-03-31,212094.710012831
ZSFH,99999,2010-02-28,213339.705487994
ZSFH,99999,2010-01-31,214717.092861949
ZSFH,99999,2009-12-31,215728.572517413
ZSFH,99999,2009-11-30,215392.549391393
ZSFH,99999,2009-10-31,214278.227492172
ZSFH,99999,2009-09-30,211688.064203403
ZSFH,99999,2009-08-31,210799.635147499
ZSFH,99999,2009-07-31,211231.29658007
ZSFH,99999,2009-06-30,214179.826920258
ZSFH,99999,2009-05-31,216414.157798336
ZSFH,99999,2009-04-30,218268.834468136
ZSFH,99999,2009-03-31,219321.854156069
ZSFH,99999,2009-02-28,219786.220369938
ZSFH,99999,2009-01-31,219979.68985922
ZSFH,99999,2008-12-31,219776.0
ZSFH,99999,2008-11-30,220347.0
ZSFH,99999,2008-10-31,220771.0
ZSFH,99999,2008-09-30,221228.0
ZSFH,99999,2008-08-31,221310.0
ZSFH,99999,2008-07-31,221684.0
ZSFH,99999,2008-06-30,220484.0
ZSFH,99999,2008-05-31,221028.0
ZSFH,99999,2008-04-30,221053.0
ZSFH,99999,2008-03-31,222485.0
ZSFH,99999,2008-02-29,222009.0
ZSFH,99999,2008-01-31,220783.0
ZSFH,99999,2007-12-31,219191.0
ZSFH,99999,2007-11-30,217548.0
ZSFH,99999,2007-10-31,216690.0
ZSFH,99999,2007-09-30,218624.0
ZSFH,99999,2007-08-31,220110.0
ZSFH,99999,2007-07-31,219686.0
ZSFH,99999,2007-06-30,217035.0
ZSFH,99999,2007-05-31,213196.0
ZSFH,99999,2007-04-30,210060.0
ZSFH,99999,2007-03-31,205268.0
ZSFH,99999,2007-02-28,202023.0
ZSFH,99999,2007-01-31,200260.0
ZSFH,99999,2006-12-31,198535.0
ZSFH,99999,2006-11-30,197924.0
ZSFH,99999,2006-10-31,196573.0
ZSFH,99999,2006-09-30,193744.0
ZSFH,99999,2006-08-31,189865.0
ZSFH,99999,2006-07-31,187126.0
ZSFH,99999,2006-06-30,187415.0
ZSFH,99999,2006-05-31,188323.0
ZSFH,99999,2006-04-30,188989.0
ZSFH,99999,2006-03-31,188116.0
ZSFH,99999,2006-02-28,186794.0
ZSFH,99999,2006-01-31,184637.0
ZSFH,99999,2005-12-31,183392.0
ZSFH,99999,2005-11-30,181214.0
ZSFH,99999,2005-10-31,179215.0
ZSFH,99999,2005-09-30,177270.0
ZSFH,99999,2005-08-31,176223.0
ZSFH,99999,2005-07-31,174991.0
ZSFH,99999,2005-06-30,172571.0
ZSFH,99999,2005-05-31,169868.0
ZSFH,99999,2005-04-30,167105.0
ZSFH,99999,2005-03-31,165721.0
ZSFH,99999,2005-02-28,164998.0
ZSFH,99999,2005-01-31,164988.0
ZSFH,99998,2024-07-31,436128.140612073
ZSFH,99998,2024-06-30,434891.607181098
ZSFH,99998,2024-05-31,433581.136369928
ZSFH,99998,2024-04-30,431858.602118735
ZSFH,99998,2024-03-31,430179.04557326
ZSFH,99998,2024-02-29,430373.091553639
ZSFH,99998,2024-01-31,432422.058265696
ZSFH,99998,2023-12-31,434878.835504921
ZSFH,99998,2023-11-30,435974.51355806
ZSFH,99998,2023-10-31,436341.626001665
ZSFH,99998,2023-09-30,437338.141684674
ZSFH,99998,2023-08-31,438710.35880407
ZSFH,99998,2023-07-31,439626.805150759
ZSFH,99998,2023-06-30,440519.846555149
ZSFH,99998,2023-05-31,440112.832792327
ZSFH,99998,2023-04-30,439609.348597368
ZSFH,99998,2023-03-31,438261.520324398
ZSFH,99998,2023-02-28,440239.662132966
ZSFH,99998,2023-01-31,443303.557149575
ZSFH,99998,2022-12-31,447205.610840762
ZSFH,99998,2022-11-30,448165.547612394
ZSFH,99998,2022-10-31,449682.549864586
ZSFH,99998,2022-09-30,452633.232096949
ZSFH,99998,2022-08-31,457700.541388412
ZSFH,99998,2022-07-31,461729.93657197
ZSFH,99998,2022-06-30,461581.033085711
ZSFH,99998,2022-05-31,457105.503809496
ZSFH,99998,2022-04-30,448901.474718173
ZSFH,99998,2022-03-31,439767.182580619
ZSFH,99998,2022-02-28,429630.499643901
ZSFH,99998,2022-01-31,422709.902814328
ZSFH,99998,2021-12-31,417694.619166945
ZSFH,99998,2021-11-30,414058.461348285
ZSFH,99998,2021-10-31,409388.77428311
ZSFH,99998,2021-09-30,403840.449657841
ZSFH,99998,2021-08-31,398784.034195245
ZSFH,99998,2021-07-31,393342.084764528
ZSFH,99998,2021-06-30,386989.312684211
ZSFH,99998,2021-05-31,379909.740781166
ZSFH,99998,2021-04-30,372026.38029295
ZSFH,99998,2021-03-31,363834.430127254
ZSFH,99998,2021-02-28,355716.6122058
ZSFH,99998,2021-01-31,346876.959653475
ZSFH,99998,2020-12-31,337354.432250387
ZSFH,99998,2020-11-30,328302.438508074
ZSFH,99998,2020-10-31,320552.79511157
ZSFH,99998,2020-09-30,314720.781767847
ZSFH,99998,2020-08-31,309114.043895491
ZSFH,99998,2020-07-31,304611.375632245
ZSFH,99998,2020-06-30,301526.816777883
ZSFH,99998,2020-05-31,298335.620181094
ZSFH,99998,2020-04-30,295608.316569061
ZSFH,99998,2020-03-31,293734.218360285
ZSFH,99998,2020-02-29,293653.004349396
ZSFH,99998,2020-01-31,293354.858431891
ZSFH,99998,2019-12-31,291888.172710006
ZSFH,99998,2019-11-30,289654.574918937
ZSFH,99998,2019-10-31,287538.882525488
ZSFH,99998,2019-09-30,285847.152962299
ZSFH,99998,2019-08-31,284845.583179418
ZSFH,99998,2019-07-31,283829.671999492
ZSFH,99998,2019-06-30,282819.79416056
ZSFH,99998,2019-05-31,281501.364631916
ZSFH,99998,2019-04-30,280136.774517669
ZSFH,99998,2019-03-31,278935.217132503
ZSFH,99998,2019-02-28,278919.503653577
ZSFH,99998,2019-01-31,279418.70611536
ZSFH,99998,2018-12-31,279064.665091386
ZSFH,99998,2018-11-30,276814.418918622
ZSFH,99998,2018-10-31,273969.163017093
ZSFH,99998,2018-09-30,271504.019958993
ZSFH,99998,2018-08-31,268265.570008154
ZSFH,99998,2018-07-31,264962.910699285
ZSFH,99998,2018-06-30,262384.400137146
ZSFH,99998,2018-05-31,260549.17346278
ZSFH,99998,2018-04-30,258566.350051949
ZSFH,99998,2018-03-31,256328.755805031
ZSFH,99998,2018-02-28,254657.303453684
ZSFH,99998,2018-01-31,253421.179384525
ZSFH,99998,2017-12-31,251995.700825414
ZSFH,99998,2017-11-30,250898.738739231
ZSFH,99998,2017-10-31,250260.483191922
ZSFH,99998,2017-09-30,249907.311105189
ZSFH,99998,2017-08-31,249074.018363758
ZSFH,99998,2017-07-31,247864.884607039
ZSFH,99998,2017-06-30,246587.83812748
ZSFH,99998,2017-05-31,245052.010936274
ZSFH,99998,2017-04-30,243995.938498749
ZSFH,99998,2017-03-31,243262.540559708
ZSFH,99998,2017-02-28,243509.448625707
ZSFH,99998,2017-01-31,243465.860722841
ZSFH,99998,2016-12-31,242985.243263796
ZSFH,99998,2016-11-30,242085.005138237
ZSFH,99998,2016-10-31,241247.300662119
ZSFH,99998,2016-09-30,240394.459674788
ZSFH,99998,2016-08-31,239915.488750169
ZSFH,99998,2016-07-31,239048.631357643
ZSFH,99998,2016-06-30,238087.050816678
ZSFH,99998,2016-05-31,236896.444917461
ZSFH,99998,2016-04-30,236615.498856341
ZSFH,99998,2016-03-31,237080.798576704
ZSFH,99998,2016-02-29,237058.655799724
ZSFH,99998,2016-01-31,236097.113048123
ZSFH,99998,2015-12-31,234952.19432263
ZSFH,99998,2015-11-30,234281.426801303
ZSFH,99998,2015-10-31,234011.955844972
ZSFH,99998,2015-09-30,232789.375646388
ZSFH,99998,2015-08-31,231008.15270306
ZSFH,99998,2015-07-31,228624.549971459
ZSFH,99998,2015-06-30,226636.819917908
ZSFH,99998,2015-05-31,224612.270136922
ZSFH,99998,2015-04-30,222446.39405405
ZSFH,99998,2015-03-31,219536.809357915
ZSFH,99998,2015-02-28,217656.039970567
ZSFH,99998,2015-01-31,216634.785236028
ZSFH,99998,2014-12-31,217353.690586806
ZSFH,99998,2014-11-30,218182.50588486
ZSFH,99998,2014-10-31,218696.14331937
ZSFH,99998,2014-09-30,218074.504830927
ZSFH,99998,2014-08-31,216849.496800301
ZSFH,99998,2014-07-31,215348.401156371
ZSFH,99998,2014-06-30,213729.083153613
ZSFH,99998,2014-05-31,212791.59208022
ZSFH,99998,2014-04-30,211949.178769417
ZSFH,99998,2014-03-31,211733.254365155
ZSFH,99998,2014-02-28,212141.039942175
ZSFH,99998,2014-01-31,212844.267680806
ZSFH,99998,2013-12-31,214375.482583421
ZSFH,99998,2013-11-30,215018.071804979
ZSFH,99998,2013-10-31,215733.275287851
ZSFH,99998,2013-09-30,215330.40882153
ZSFH,99998,2013-08-31,214915.822666308
ZSFH,99998,2013-07-31,214468.555778572
ZSFH,99998,2013-06-30,213783.738930016
ZSFH,99998,2013-05-31,212811.035206708
ZSFH,99998,2013-04-30,211211.485101289
ZSFH,99998,2013-03-31,209664.538857234
ZSFH,99998,2013-02-28,208888.451070422
ZSFH,99998,2013-01-31,209367.340749593
ZSFH,99998,2012-12-31,210833.756295113
ZSFH,99998,2012-11-30,211795.609051834
ZSFH,99998,2012-10-31,212493.048645695
ZSFH,99998,2012-09-30,212737.867842587
ZSFH,99998,2012-08-31,212345.140630357
ZSFH,99998,2012-07-31,211514.387440043
ZSFH,99998,2012-06-30,210140.445823878
ZSFH,99998,2012-05-31,209114.707171404
ZSFH,99998,2012-04-30,207544.077235093
ZSFH,99998,2012-03-31,205792.647538696
ZSFH,99998,2012-02-29,203186.425680014
ZSFH,99998,2012-01-31,200700.057096458
ZSFH,99998,2011-12-31,198699.902888779
ZSFH,99998,2011-11-30,197545.502652973
ZSFH,99998,2011-10-31,197411.756179493
ZSFH,99998,2011-09-30,197973.08694178
ZSFH,99998,2011-08-31,199015.546902821
ZSFH,99998,2011-07-31,199917.646093319
ZSFH,99998,2011-06-30,200284.1896802
ZSFH,99998,2011-05-31,200546.438543317
ZSFH,99998,2011-04-30,200867.15676359
ZSFH,99998,2011-03-31,200551.205859834
ZSFH,99998,2011-02-28,197957.123277185
ZSFH,99998,2011-01-31,195198.172895133
ZSFH,99998,2010-12-31,193318.501633613
ZSFH,99998,2010-11-30,193236.39446179
ZSFH,99998,2010-10-31,193410.646977326
ZSFH,99998,2010-09-30,193266.313715006
ZSFH,99998,2010-08-31,193860.118439685
ZSFH,99998,2010-07-31,193876.28658288
ZSFH,99998,2010-06-30,193832.529517914
ZSFH,99998,2010-05-31,193204.477863911
ZSFH,99998,2010-04-30,192391.079161924
ZSFH,99998,2010-03-31,192253.686950537
ZSFH,99998,2010-02-28,192959.51316342
ZSFH,99998,2010-01-31,194070.669112879
ZSFH,99998,2009-12-31,195533.807083884
ZSFH,99998,2009-11-30,195954.06587303
ZSFH,99998,2009-10-31,196866.186601526
ZSFH,99998,2009-09-30,197759.127136236
ZSFH,99998,2009-08-31,199260.3281326
ZSFH,99998,2009-07-31,201327.033212206
ZSFH,99998,2009-06-30,202983.514660336
ZSFH,99998,2009-05-31,204351.814398542
ZSFH,99998,2009-04-30,205291.836919565
ZSFH,99998,2009-03-31,205458.358871747
ZSFH,99998,2009-02-28,205850.327970031
ZSFH,99998,2009-01-31,205246.477566861
ZSFH,99998,2008-12-31,189779.0
ZSFH,99998,2008-11-30,191628.0
ZSFH,99998,2008-10-31,193158.0
ZSFH,99998,2008-09-30,192929.0
ZSFH,99998,2008-08-31,192752.0
ZSFH,99998,2008-07-31,192306.0
ZSFH,99998,2008-06-30,192355.0
ZSFH,99998,2008-05-31,193154.0
ZSFH,99998,2008-04-30,193273.0
ZSFH,99998,2008-03-31,194189.0
ZSFH,99998,2008-02-29,193707.0
ZSFH,99998,2008-01-31,193852.0
ZSFH,99998,2007-12-31,193742.0
ZSFH,99998,2007-11-30,193625.0
ZSFH,99998,2007-10-31,193201.0
ZSFH,99998,2007-09-30,193523.0
ZSFH,99998,2007-08-31,193830.0
ZSFH,99998,2007-07-31,194348.0
ZSFH,99998,2007-06-30,193906.0
ZSFH,99998,2007-05-31,193119.0
ZSFH,99998,2007-04-30,191318.0
ZSFH,99998,2007-03-31,189874.0
ZSFH,99998,2007-02-28,188522.0
ZSFH,99998,2007-01-31,187431.0
ZSFH,99998,2006-12-31,185582.0
ZSFH,99998,2006-11-30,183277.0
ZSFH,99998,2006-10-31,180541.0
ZSFH,99998,2006-09-30,177900.0
ZSFH,99998,2006-08-31,176678.0
ZSFH,99998,2006-07-31,176427.0
ZSFH,99998,2006-06-30,175571.0
ZSFH,99998,2006-05-31,172994.0
ZSFH,99998,2006-04-30,170344.0
ZSFH,99998,2006-03-31,167668.0
ZSFH,99998,2006-02-28,165442.0
ZSFH,99998,2006-01-31,162702.0
ZSFH,99998,2005-12-31,160948.0
ZSFH,99998,2005-11-30,159447.0
ZSFH,99998,2005-10-31,158513.0
ZSFH,99998,2005-09-30,157658.0
ZSFH,99998,2005-08-31,156047.0
ZSFH,99998,2005-07-31,153899.0
ZSFH,99998,2005-06-30,152600.0
ZSFH,99998,2005-05-31,152634.0
ZSFH,99998,2005-04-30,153370.0
ZSFH,99998,2005-03-31,154150.0
ZSFH,99998,2005-02-28,154467.0
ZSFH,99998,2005-01-31,155340.0
ZSFH,99997,2022-02-28,358088.0
ZSFH,99997,2022-01-31,353821.0
ZSFH,99997,2021-12-31,347393.0
ZSFH,99997,2021-11-30,343565.0
ZSFH,99997,2021-10-31,341212.0
ZSFH,99997,2021-09-30,337105.0
ZSFH,99997,2021-08-31,325363.0
ZSFH,99997,2021-07-31,317573.0
ZSFH,99997,2021-06-30,307204.0
ZSFH,99997,2021-05-31,304776.0
ZSFH,99997,2021-04-30,312272.0
ZSFH,99997,2021-03-31,316705.0
ZSFH,99997,2021-02-28,303909.0
ZSFH,99997,2021-01-31,306196.0
ZSFH,99997,2020-12-31,298951.0
ZSFH,99997,2020-11-30,293081.0
ZSFH,99997,2020-10-31,295995.0
ZSFH,99997,2020-09-30,299890.0
ZSFH,99997,2020-08-31,301682.0
ZSFH,99997,2020-07-31,284740.0
ZSFH,99997,2020-06-30,296682.0
ZSFH,99997,2020-05-31,289211.0
ZSFH,99997,2020-04-30,290721.0
ZSFH,99997,2020-03-31,291574.0
ZSFH,99997,2020-02-29,292572.0
ZSFH,99997,2020-01-31,292643.0
ZSFH,99997,2019-12-31,293197.0
ZSFH,99997,2019-11-30,291905.0
ZSFH,99997,2019-10-31,290949.0
ZSFH,99997,2019-09-30,289227.0
ZSFH,99997,2019-08-31,287519.0
ZSFH,99997,2019-07-31,285343.0
ZSFH,99997,2019-06-30,281579.0
ZSFH,99997,2019-05-31,278565.0
ZSFH,99997,2019-04-30,276179.0
ZSFH,99997,2019-03-31,274981.0
ZSFH,99997,2019-02-28,272581.0
ZSFH,99997,2019-01-31,270865.0
ZSFH,99997,2018-12-31,268621.0
ZSFH,99997,2018-11-30,267671.0
ZSFH,99997,2018-10-31,265982.0
ZSFH,99997,2018-09-30,264979.0
ZSFH,99997,2018-08-31,263582.0
ZSFH,99997,2018-07-31,263904.0
ZSFH,99997,2018-06-30,265633.0
ZSFH,99997,2018-05-31,265369.0
ZSFH,99997,2018-04-30,263607.0
ZSFH,99997,2018-03-31,260468.0
ZSFH,99997,2018-02-28,258140.0
ZSFH,99997,2018-01-31,255883.0
ZSFH,99997,2017-12-31,253146.0
ZSFH,99997,2017-11-30,251721.0
ZSFH,99997,2017-10-31,249891.0
ZSFH,99997,2017-09-30,248058.0
ZSFH,99997,2017-08-31,246292.0
ZSFH,99997,2017-07-31,243629.0
ZSFH,99997,2017-06-30,241339.0
ZSFH,99997,2017-05-31,238856.0
ZSFH,99997,2017-04-30,237041.0
ZSFH,99997,2017-03-31,234616.0
ZSFH,99997,2017-02-28,232718.0
ZSFH,99997,2017-01-31,230892.0
ZSFH,99997,2016-12-31,229001.0
ZSFH,99997,2016-11-30,226434.0
ZSFH,99997,2016-10-31,224685.0
ZSFH,99997,2016-09-30,222564.0
ZSFH,99997,2016-08-31,220526.0
ZSFH,99997,2016-07-31,217601.0
ZSFH,99997,2016-06-30,215252.0
ZSFH,99997,2016-05-31,213891.0
ZSFH,99997,2016-04-30,212577.0
ZSFH,99997,2016-03-31,212775.0
ZSFH,99997,2016-02-29,211513.0
ZSFH,99997,2016-01-31,210349.0
ZSFH,99997,2015-12-31,208236.0
ZSFH,99997,2015-11-30,205967.0
ZSFH,99997,2015-10-31,204205.0
ZSFH,99997,2015-09-30,203502.0
ZSFH,99997,2015-08-31,203001.0
ZSFH,99997,2015-07-31,202786.0
ZSFH,99997,2015-06-30,200590.0
ZSFH,99997,2015-05-31,197933.0
ZSFH,99997,2015-04-30,195142.0
ZSFH,99997,2015-03-31,192889.0
ZSFH,99997,2015-02-28,192088.0
ZSFH,99997,2015-01-31,190836.0
ZSFH,99997,2014-12-31,190184.0
ZSFH,99997,2014-11-30,189522.0
ZSFH,99997,2014-10-31,188164.0
ZSFH,99997,2014-09-30,186483.0
ZSFH,99997,2014-08-31,184590.0
ZSFH,99997,2014-07-31,183313.0
ZSFH,99997,2014-06-30,182996.0
ZSFH,99997,2014-05-31,182192.0
ZSFH,99997,2014-04-30,181955.0
ZSFH,99997,2014-03-31,180771.0
ZSFH,99997,2014-02-28,179841.0
ZSFH,99997,2014-01-31,178478.0
ZSFH,99997,2013-12-31,177337.0
ZSFH,99997,2013-11-30,176360.0
ZSFH,99997,2013-10-31,175552.0
ZSFH,99997,2013-09-30,175147.0
ZSFH,99997,2013-08-31,174625.0
ZSFH,99997,2013-07-31,173755.0
ZSFH,99997,2013-06-30,172282.0
ZSFH,99997,2013-05-31,171638.0
ZSFH,99997,2013-04-30,171105.0
ZSFH,99997,2013-03-31,170240.0
ZSFH,99997,2013-02-28,168264.0
ZSFH,99997,2013-01-31,167060.0
ZSFH,99997,2012-12-31,165841.0
ZSFH,99997,2012-11-30,165028.0
ZSFH,99997,2012-10-31,163751.0
ZSFH,99997,2012-09-30,162359.0
ZSFH,99997,2012-08-31,161232.0
ZSFH,99997,2012-07-31,160989.0
ZSFH,99997,2012-06-30,161450.0
ZSFH,99997,2012-05-31,161609.0
ZSFH,99997,2012-04-30,160321.0
ZSFH,99997,2012-03-31,160106.0
ZSFH,99997,2012-02-29,159703.0
ZSFH,99997,2012-01-31,160448.0
ZSFH,99997,2011-12-31,160415.0
ZSFH,99997,2011-11-30,160686.0
ZSFH,99997,2011-10-31,161397.0
ZSFH,99997,2011-09-30,162267.0
ZSFH,99997,2011-08-31,162040.0
ZSFH,99997,2011-07-31,160195.0
ZSFH,99997,2011-06-30,158314.0
ZSFH,99997,2011-05-31,157425.0
ZSFH,99997,2011-04-30,157567.0
ZSFH,99997,2011-03-31,157471.0
ZSFH,99997,2011-02-28,158040.0
ZSFH,99997,2011-01-31,157105.0
ZSFH,99997,2010-12-31,156921.0
ZSFH,99997,2010-11-30,155923.0
ZSFH,99997,2010-10-31,156105.0
ZSFH,99997,2010-09-30,155228.0
ZSFH,99997,2010-08-31,156139.0
ZSFH,99997,2010-07-31,156018.0
ZSFH,99997,2010-06-30,156324.0
ZSFH,99997,2010-05-31,155182.0
ZSFH,99997,2010-04-30,155548.0
ZSFH,99997,2010-03-31,155261.0
ZSFH,99997,2010-02-28,155021.0
ZSFH,99997,2010-01-31,154783.0
ZSFH,99997,2009-12-31,154344.0
ZSFH,99997,2009-11-30,153098.0
ZSFH,99997,2009-10-31,150048.0
ZSFH,99997,2009-09-30,148221.0
ZSFH,99997,2009-08-31,146730.0
ZSFH,99997,2009-07-31,148896.0
ZSFH,99997,2009-06-30,151416.0
ZSFH,99997,2009-05-31,154934.0
ZSFH,99997,2009-04-30,156519.0
ZSFH,99997,2009-03-31,157205.0
ZSFH,99997,2009-02-28,157123.0
ZSFH,99997,2009-01-31,156360.0
ZSFH,99997,2008-12-31,156438.0
